title,magnitude,date_time,Community Determined Intensity,alert,tsunami,TUSNAMI,Significance score,net,dmin,magType,depth,latitude,longitude,location,continent,country
"M 6.7 - 52 km SW of San Vicente de CaÃ±ete, Peru",6.7,2006-10-20 10:48:00,5,,No,0,732,us,0,mwc,23,-13.457,-76.677,"San Vicente de CaÃ±ete, Peru",South America,Peru
"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,2006-10-17 01:25:00,5,,No,0,692,us,0,mwc,32,-5.881,150.982,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
"M 6.7 - 14 km SW of Puako, Hawaii",6.7,2006-10-15 17:07:00,8,,No,0,1481,hv,0,md,38.182,19.877,-155.935,"Puako, Hawaii",North America,United States
"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,2006-09-28 06:22:00,3,,No,0,737,us,0,mwc,28,-16.592,-172.033,"Hihifo, Tonga",Oceania,Tonga
"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,2006-09-01 10:18:00,0,,No,0,711,us,0,mwb,38,-6.759,155.512,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,2006-08-24 21:50:00,0,,No,0,650,us,0,mwb,43,51.148,157.522,"Ozernovskiy, Russia",Asia,Russian Federation
"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,2006-08-07 22:18:00,5,,No,0,713,us,0,mwb,150,-15.798,167.789,"Norsup, Vanuatu",Oceania,Vanuatu
"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,2006-07-17 08:19:00,7,,No,0,947,us,0,mwc,20,-9.284,107.419,"Singaparna, Indonesia",Asia,Indonesia
"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,2006-05-28 03:12:00,0,,No,0,650,us,0,mwc,34,-5.724,151.133,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,2006-05-22 11:12:00,0,,No,0,670,us,0,mwc,19,60.772,165.743,"Tilichiki, Russia",Asia,Russian Federation
"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,2006-05-16 15:28:00,4,,No,0,719,us,0,mwb,12,0.093,97.05,"Singkil, Indonesia",Asia,Indonesia
"M 8.0 - 47 km SSE of Pangai, Tonga",8,2006-05-03 15:26:00,7,,No,0,1013,us,0,mwc,55,-20.187,-174.123,"Pangai, Tonga",Oceania,Tonga
"M 8.0 - 50 km ESE of Pangai, Tonga",8,2006-05-03 15:26:00,8,,No,0,1026,duputel,0,mww,60.5,-19.99,-173.907,"Pangai, Tonga",Oceania,Tonga
"M 6.5 - 73 km WNW of CopiapÃ³, Chile",6.5,2006-04-30 21:40:00,7,,No,0,653,us,0,mwc,12,-27.211,-71.056,"CopiapÃ³, Chile",South America,Chile
"M 6.7 - 78 km WNW of CopiapÃ³, Chile",6.7,2006-04-30 19:17:00,6,,No,0,696,us,0,mwb,12,-27.017,-71.022,"CopiapÃ³, Chile",South America,Chile
"M 6.6 - 80 km E of Tilichiki, Russia",6.6,2006-04-29 16:58:00,0,,No,0,670,us,0,mwc,11,60.491,167.516,"Tilichiki, Russia",Asia,Russian Federation
"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,2006-04-20 23:25:00,0,,No,0,889,us,0,mwc,22,60.949,167.089,"Tilichiki, Russia",Asia,Russian Federation
"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,2006-04-07 08:30:00,3,,No,0,654,us,0,mwc,14,-16.527,176.989,"Lautoka, Fiji",Oceania,Fiji
"M 6.7 - 108 km W of Ambon, Indonesia",6.7,2006-03-14 06:57:00,0,,No,0,691,us,0,mwb,30.1,-3.595,127.214,"Ambon, Indonesia",Asia,Indonesia
"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7,2006-02-22 22:19:00,5,,No,0,891,us,0,mwb,11,-21.324,33.583,"Chipinge, Zimbabwe",Africa,Zimbabwe
"M 6.7 - 26 km NE of KÃ½thira, Greece",6.7,2006-01-08 11:34:00,7,,No,0,934,us,0,mwb,66,36.311,23.212,"KÃ½thira, Greece",Europe,Greece
"M 6.6 - 75 km SSW of BahÃ­a de Kino, Mexico",6.6,2006-01-04 08:32:00,7,,No,0,703,us,0,mwc,14,28.164,-112.117,"BahÃ­a de Kino, Mexico",North America,Mexico
"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,2005-12-12 21:47:00,6,,No,0,721,us,0,mwb,224.6,36.357,71.093,"Ashk?sham, Afghanistan",Asia,Afghanistan
"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,2005-12-05 12:19:00,5,,No,0,744,us,0,mwc,22,-6.224,29.83,"Kalemie, Democratic Republic",Africa,"Congo, The Democratic Republic of the"
"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,2005-12-02 13:13:00,4,,No,0,683,us,0,mwc,29,38.089,142.122,"Ishinomaki, Japan",Asia,Japan
"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,2005-11-19 14:10:00,3,,No,0,651,us,0,mwb,21,2.164,96.786,"Sinabang, Indonesia",Asia,Indonesia
"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,2005-11-17 19:26:00,0,,No,0,711,us,0,mwb,147,-22.361,-67.895,"San Pedro de Atacama, Chile",South America,Chile
"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,2005-10-08 03:50:00,9,,No,0,1267,us,0,mwc,26,34.539,73.588,"Muzaffar?b?d, Pakistan",Asia,Pakistan
"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,2005-09-29 15:50:00,0,,No,0,670,us,0,mwc,25,-5.437,151.84,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,2005-09-26 01:55:00,8,,No,0,1018,us,0,mwb,115,-5.678,-76.398,"Yurimaguas, Peru",South America,Peru
"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,2005-09-09 07:26:00,5,,No,0,891,us,0,mwc,90,-4.539,153.474,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,2005-08-16 02:46:00,7,,No,0,1104,us,0,mwc,36,38.276,142.039,"Ishinomaki, Japan",Asia,Japan
"M 7.2 - Nicobar Islands, India region",7.2,2005-07-24 15:42:00,4,,No,0,808,us,0,mwc,16,7.92,92.19,"Nicobar Islands, India region",Asia,Indonesia
"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,2005-07-05 01:52:00,3,,No,0,693,us,0,mwc,21,1.819,97.082,"Singkil, Indonesia",Asia,Indonesia
"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,2005-07-02 02:16:00,6,,No,0,719,us,0,mwc,27,11.245,-86.172,"San Juan del Sur, Nicaragua",North America,Nicaragua
"M 7.2 - 153 km W of Big Lagoon, California",7.2,2005-06-15 02:50:00,5,,No,0,1318,us,0,mwc,16,41.292,-125.953,"Big Lagoon, California",North America,United States
"M 7.8 - 102 km ENE of Iquique, Chile",7.8,2005-06-13 22:44:00,8,,No,0,1020,us,0,mwb,115.6,-19.987,-69.197,"Iquique, Chile",South America,Chile
"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,2005-05-19 01:54:00,5,,No,0,740,us,0,mwc,30,1.989,97.041,"Singkil, Indonesia",Asia,Indonesia
"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,2005-05-14 05:05:00,6,,No,0,731,us,0,mwb,34,0.587,98.459,"Padangsidempuan, Indonesia",Asia,Indonesia
"M 6.5 - 106 km SW of Padang, Indonesia",6.5,2005-04-10 11:14:00,3,,No,0,657,us,0,mwc,30,-1.714,99.779,"Padang, Indonesia",Asia,Indonesia
"M 6.7 - 113 km SW of Padang, Indonesia",6.7,2005-04-10 10:29:00,5,,No,0,717,us,0,mwc,19,-1.644,99.607,"Padang, Indonesia",Asia,Indonesia
"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,2005-03-28 16:09:00,0,,No,0,1138,official,0,mww,30,2.085,97.108,"Singkil, Indonesia",Asia,Indonesia
"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,2005-03-20 01:53:00,8,,No,0,805,us,0,mwc,10,33.807,130.131,"Maebaru-ch??, Japan",Asia,Japan
M 7.1 - Banda Sea,7.1,2005-03-02 10:42:00,0,,No,0,776,us,0,mwb,201.7,-6.527,129.933,Banda Sea,Asia,Indonesia
"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,2005-02-26 12:56:00,0,,No,0,711,us,0,mwb,36,2.908,95.592,"Sinabang, Indonesia",Asia,Indonesia
"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,2005-02-19 00:04:00,0,,No,0,650,us,0,mwb,10,-5.562,122.129,"Katabu, Indonesia",Asia,Indonesia
"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,2005-02-15 14:42:00,3,,No,0,652,us,0,mwc,39.7,4.756,126.421,"Pulau-Pulau Talaud, Indonesia",Asia,Indonesia
"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,2005-02-08 14:48:00,0,,No,0,691,us,0,mwb,206.3,-14.252,167.259,"Sola, Vanuatu",Oceania,Vanuatu
"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,2005-02-05 12:23:00,7,,No,0,782,us,0,mwc,525,5.293,123.337,"Palimbang, Philippines",Asia,Philippines
"M 6.6 - 161 km SE of Katsuura, Japan",6.6,2005-01-19 06:11:00,6,,No,0,676,us,0,mwc,27.8,34.064,141.491,"Katsuura, Japan",Asia,Japan
"M 6.6 - Nicobar Islands, India region",6.6,2004-12-26 09:20:00,0,,No,0,670,us,0,mwc,16.1,8.879,92.375,"Nicobar Islands, India region",Asia,India
"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,2004-12-26 04:21:00,5,,No,0,802,us,0,mwc,39.2,6.91,92.958,"Sabang, Indonesia",Asia,Indonesia
M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,2004-12-26 00:58:00,0,,No,0,1274,official,0,mw,30,3.295,95.982,2004 Sumatra - Andaman Islands Earthquake,Asia,Indonesia
M 8.1 - north of Macquarie Island,8.1,2004-12-23 14:59:00,0,,No,0,1009,us,0,mwc,10,-49.312,161.345,Macquarie Island,Oceania,New Zealand
"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,2004-12-14 23:20:00,5,,No,0,858,us,0,mwb,10,18.958,-81.409,"George Town, Cayman Islands",North America,Cayman Islands
"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,2004-12-06 14:15:00,4,,No,0,724,us,0,mwb,35,42.9,145.228,"Nemuro, Japan",Asia,Japan
"M 7.0 - 51 km SW of Nemuro, Japan",7,2004-11-28 18:32:00,4,,No,0,771,us,0,mwb,39,43.006,145.119,"Nemuro, Japan",Asia,Japan
"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,2004-11-26 02:25:00,0,,No,0,776,us,0,mwc,10,-3.609,135.404,"Nabire, Indonesia",Asia,Indonesia
"M 7.1 - 255 km W of Riverton, New Zealand",7.1,2004-11-22 20:26:00,5,,No,0,782,us,0,mwc,10,-46.676,164.721,"Riverton, New Zealand",Oceania,New Zealand
"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,2004-11-15 09:06:00,8,,No,0,820,us,0,mwb,15,4.695,-77.508,"Pizarro, Colombia",South America,Colombia
"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,2004-11-11 21:26:00,5,,No,0,870,us,0,mwc,10,-8.152,124.868,"Maubara, Timor Leste",Asia,Indonesia
"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,2004-11-11 17:34:00,0,,No,0,691,us,0,mwb,10,-11.128,162.208,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,2004-11-02 10:02:00,7,,No,0,703,us,0,mwb,10,49.277,-128.772,"Port McNeill, Canada",North America,Canada
"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,2004-10-23 08:56:00,0,,No,0,670,us,0,mwc,16,37.226,138.779,"Ojiya, Japan",Asia,Japan
"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,2004-10-15 04:08:00,5,,No,0,705,us,0,mwb,94,24.53,122.694,"Yonakuni, Japan",Asia,Japan
"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7,2004-10-09 21:26:00,0,,No,0,754,us,0,mwc,35,11.422,-86.665,"Masachapa, Nicaragua",North America,Nicaragua
"M 6.5 - 9 km W of Talisay, Philippines",6.5,2004-10-08 14:36:00,5,,No,0,665,us,0,mwb,105,13.925,120.534,"Talisay, Philippines",Asia,Philippines
"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,2004-10-08 08:27:00,0,,No,0,711,us,0,mwb,36,-10.951,162.161,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 129 km ESE of Shing?, Japan",6.6,2004-09-06 23:29:00,0,,No,0,670,us,0,mwc,10,33.205,137.227,"Shing?, Japan",Asia,Japan
"M 7.4 - 118 km ESE of Shing?, Japan",7.4,2004-09-05 14:57:00,0,,No,0,842,us,0,mwb,10,33.184,137.071,"Shing?, Japan",Asia,Japan
"M 7.2 - 94 km SE of Shing?, Japan",7.2,2004-09-05 10:07:00,0,,No,0,798,us,0,mwc,14,33.07,136.618,"Shing?, Japan",Asia,Japan
"M 6.5 - 67 km ESE of Teno, Chile",6.5,2004-08-28 13:41:00,0,,No,0,650,us,0,mwb,5,-35.173,-70.525,"Teno, Chile",South America,Chile
"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,2004-07-28 03:56:00,0,,No,0,650,us,0,mwc,13.4,-0.443,133.091,"Manokwari, Indonesia",Asia,Indonesia
"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,2004-06-10 15:19:00,0,,No,0,732,us,0,mwb,188.6,55.682,160.003,"Atlasovo, Russia",Asia,Russian Federation
"M 6.6 - 11 km N of CaÃ±ete, Chile",6.6,2004-05-03 04:36:00,0,,No,0,670,us,0,mwb,21,-37.695,-73.406,"CaÃ±ete, Chile",South America,Chile
"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,2004-04-23 01:50:00,0,,No,0,691,us,0,mwb,65.8,-9.362,122.839,"Naisano Dua, Indonesia",Asia,Indonesia
"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,2004-04-09 15:23:00,0,,No,0,650,us,0,mwb,228.4,-13.174,167.198,"Sola, Vanuatu",Oceania,Vanuatu
M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,2004-04-05 21:24:00,0,,No,0,670,us,0,mwb,187.1,36.512,71.029,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan
"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,2004-02-08 08:58:00,0,,No,0,691,us,0,mwc,25.7,-3.665,135.339,"Nabire, Indonesia",Asia,Indonesia
"M 7.3 - Near the south coast of Papua, Indonesia",7.3,2004-02-07 02:42:00,0,,No,0,820,us,0,mwb,10,-4.003,135.023,"Papua, Indonesia",Asia,Indonesia
"M 7.0 - 28 km S of Nabire, Indonesia",7,2004-02-05 21:05:00,0,,No,0,754,us,0,mwc,16.6,-3.615,135.538,"Nabire, Indonesia",Asia,Indonesia
"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,2004-01-28 22:15:00,0,,No,0,691,us,0,mwb,17.4,-3.12,127.4,"Ambon, Indonesia",Asia,Indonesia
"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,2003-12-27 16:00:00,0,,No,0,820,us,0,mwc,10,-22.015,169.766,"Tadine, New Caledonia",Oceania,New Caledonia
"M 6.6 - 13 km SSW of Bam, Iran",6.6,2003-12-26 01:56:00,0,,No,0,670,us,0,mwc,10,28.995,58.311,"Bam, Iran",Asia,"Iran, Islamic Republic of"
"M 6.5 - 3 km SSE of Progreso, Panama",6.5,2003-12-25 07:11:00,0,,No,0,650,us,0,mwb,33,8.416,-82.824,"Progreso, Panama",North America,Panama
"M 6.5 - 10 km NE of San Simeon, California",6.5,2003-12-22 19:15:00,7,,No,0,1390,nc,0.04685,mw,8.382,35.7005,-121.101,"San Simeon, California",North America,United States
"M 6.8 - 92 km E of Yujing, Taiwan",6.8,2003-12-10 04:38:00,0,,No,0,711,us,0,mwb,10,23.039,121.362,"Yujing, Taiwan",Asia,"Taiwan, Province of China"
"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,2003-11-25 20:19:00,0,,No,0,670,us,0,mwb,35,-5.581,150.88,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,2003-11-18 17:14:00,0,,No,0,650,us,0,mwb,35,12.025,125.416,"Can-Avid, Philippines",Asia,Philippines
"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,2003-11-06 10:38:00,0,,No,0,670,us,0,mwb,113.7,-19.262,168.892,"Isangel, Vanuatu",Oceania,Vanuatu
"M 7.0 - 133 km ESE of Ishinomaki, Japan",7,2003-10-31 01:06:00,0,,No,0,754,us,0,mwb,10,37.812,142.619,"Ishinomaki, Japan",Asia,Japan
"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,2003-10-08 09:06:00,0,,No,0,691,us,0,mwc,32,42.648,144.57,"Kushiro, Japan",Asia,Japan
